50;320;0.00039916038513183595
100;800;0.000598287582397461
150;1200;0.0007982254028320312
200;2240;0.0013982772827148438
250;2400;0.0014975547790527343
300;2400;0.0015956878662109375
350;2800;0.0018944263458251954
400;3200;0.0023935794830322265
450;3600;0.0022948265075683595
500;5600;0.003486490249633789
550;6160;0.0033928871154785155
600;6720;0.004599952697753906
650;6240;0.004094076156616211
700;6720;0.004587697982788086
750;6000;0.003985786437988281
800;6400;0.004485464096069336
850;10880;0.006781959533691406
900;14400;0.008377933502197265
